name,response,prompt
THOR, It's okay., Excuse me?
EVERYONE," (holding up Thor) No, no, no, whoa. Stop. Stop. Wait a sec. Hey, hey–", It's okay.
STEVE ROGERS," Wait, wait, Thor, just wait. We haven't decided who's gonna put that on yet. THOR: I'm sorry. What, we're just sitting around waiting for the right opportunity?"," (holding up Thor) No, no, no, whoa. Stop. Stop. Wait a sec. Hey, hey–"
SCOTT LANG, We should at least discuss it.," Wait, wait, Thor, just wait. We haven't decided who's gonna put that on yet. THOR: I'm sorry. What, we're just sitting around waiting for the right opportunity?"
THOR," No, no, sitting here staring at that thing is not gonna bring everybody back. I'm the strongest Avenger, okay? So this responsibility falls upon me. It's my duty.", We should at least discuss it.
Tony, It's not about that–," No, no, sitting here staring at that thing is not gonna bring everybody back. I'm the strongest Avenger, okay? So this responsibility falls upon me. It's my duty."
THOR, (hushes everyone up) It's not that– Stop it! Just let me! (he tears up) Just let me do it. Just let me do something good. Something right., It's not about that–
Tony ," Look– It's not just the fact that that glove is channeling enough energy to light up a continent, I'm telling you, you're in no condition.", (hushes everyone up) It's not that– Stop it! Just let me! (he tears up) Just let me do it. Just let me do something good. Something right.
THOR, What do you– What do you think is coursing through my veins right now?," Look– It's not just the fact that that glove is channeling enough energy to light up a continent, I'm telling you, you're in no condition."
RHODEY, Cheez Whiz?, What do you– What do you think is coursing through my veins right now?
THOR, Lightning., Cheez Whiz?
Tony, Yeah., Lightning.
BRUCE," Lightning won't help you, pal. It's gotta be me.", Yeah.
BRUCE BANNER, You saw what those stones did to Thanos. It almost killed him. None of you could survive.," Lightning won't help you, pal. It's gotta be me."
STEVE ROGERS, How do we know you will?, You saw what those stones did to Thanos. It almost killed him. None of you could survive.
BRUCE BANNER, We don't. But the radiation's mostly gamma.  It's like...I was made for this., How do we know you will?
Tony," Good to go, yeah?", We don't. But the radiation's mostly gamma.  It's like...I was made for this.
BRUCE BANNER, Let's do it.," Good to go, yeah?"
Tony," You remember– everyone Thanos snapped away five years ago and just bringing them back to now, today. Don't change anything from the last five years.", Let's do it.
BRUCE BANNER, Got it.," You remember– everyone Thanos snapped away five years ago and just bringing them back to now, today. Don't change anything from the last five years."
Tony," F.R.I.D.A.Y., do me a favor and activate Barn Door Protocol. Will you?", Got it.
BRUCE BANNER, Everybody comes home.," F.R.I.D.A.Y., do me a favor and activate Barn Door Protocol. Will you?"
THOR, Take it off! Take it off!, Everybody comes home.
STEVE ROGERS," No, wait. Bruce, are you okay?", Take it off! Take it off!
Tony," Talk to me, Banner."," No, wait. Bruce, are you okay?"
BRUCE BANNER, I'm okay. I'm okay.," Talk to me, Banner."
STEVE ROGERS, Bruce!, I'm okay. I'm okay.
Tony, Don't move him., Bruce!
BRUCE ROGERS,  Did it work?, Don't move him.
THOR, Worth a shot. It's over. It's okay.,  Did it work?
CLINT BARTON, (struggling to speak from sheer happiness) Honey. Honey., Worth a shot. It's over. It's okay.
SCOTT LANG, Guys– I think it worked!, (struggling to speak from sheer happiness) Honey. Honey.
ROCKET, I can't breathe. I can't breathe! I can't breathe., Guys– I think it worked!
RHODEY, Canopy. Canopy. Canopy. , I can't breathe. I can't breathe! I can't breathe.
BRUCE BANNER," Rhodey, Rocket, get outta here!", Canopy. Canopy. Canopy. 
ROCKET, Hurry up! Hurry up! Come on!," Rhodey, Rocket, get outta here!"
BRUCE BANNER, Rhodey!, Hurry up! Hurry up! Come on!
RHODEY," Mayday, mayday! Does anybody copy? We're in the lower level, it's flooding!", Rhodey!
SCOTT LANG, What?," Mayday, mayday! Does anybody copy? We're in the lower level, it's flooding!"
RHODEY, We're drowning! Does anybody copy? Mayday!, What?
SCOTT LANG," Wait! I'm here! I'm here, can you hear me?", We're drowning! Does anybody copy? Mayday!
CLINT BARTON, Cap?," Wait! I'm here! I'm here, can you hear me?"
CLINT BARTON,  Damn.,<<NO PROMPT>>
NEBULA, I tried to kill you. Several times.,  Damn.
NEBULA," But eventually, we become friends. We become sisters.",<<NO PROMPT>>
Tony," Come on, buddy. Wake up. That's my man.  You lose this again, I'm keeping it."," But eventually, we become friends. We become sisters."
STEVE ROGERS, What happened?," Come on, buddy. Wake up. That's my man.  You lose this again, I'm keeping it."
Tony, You messed with time. It tends to mess back. You'll see., What happened?
Tony, What's he been doing?,<<NO PROMPT>>
THOR, Absolutely nothing., What's he been doing?
STEVE ROGERS, Where are the stones?, Absolutely nothing.
Tony, Somewhere under all this. All I know is he doesn't have them., Where are the stones?
STEVE ROGERS, So we keep it that way., Somewhere under all this. All I know is he doesn't have them.
THOR," You know it's a trap, right?", So we keep it that way.
Tony, Yeah. And I don't much care.," You know it's a trap, right?"
THOR, Good. Just as long we are all in agreement.  Let's kill him properly this time., Yeah. And I don't much care.
Tony, Yep. We're all kinds of stubborn., Good. Just as long we are all in agreement.  Let's kill him properly this time.
STEVE ROGERS, Born out of blood., Yep. We're all kinds of stubborn.
RHODEY," See you on the other side, man.", Born out of blood.
SCOTT LANG, Hang on! I'm coming!," See you on the other side, man."
CLINT BARTON," Oh, hey– I know you.", Hang on! I'm coming!
NEBULA, Father.," Oh, hey– I know you."
CLINT BARTON, What?!, Father.
NEBULA, You don't have to do this., What?!
NEBULA, You've seen what we become.,<<NO PROMPT>>
NEBULA, You can change.,<<NO PROMPT>>
Tony," Okay, Thor. Hit me.", You can change.
Y," Boss, wake up!"," Okay, Thor. Hit me."
THOR, I knew it!," Boss, wake up!"
SAM WILSON," Hey, Cap, you read me?", I knew it!
SAM WILSON," Cap, it's Sam. Can you hear me?",<<NO PROMPT>>
SAM WILSON, On your left.,<<NO PROMPT>>
DOCTOR STRANGE, Is that everyone?, On your left.
WONG," What, you wanted more?", Is that everyone?
STEVE ROGERS, AVENGERS!  –assemble.," What, you wanted more?"
THOR," No, no, give me that. You have the little one. ", AVENGERS!  –assemble.
PETER PARKER," Hey! Holy cow! You will not believe what's been going on. Do you remember when we were in space? And I got all dusty? I must've passed out, Because I woke up, and you were gone. But Doctor Strange was there, right? He was like, ""It's been five years. Come on, they need us."" And then he started doing the yellow sparkly thing that he does all the time– Tony: He did? Oh, God."," No, no, give me that. You have the little one. "
PETER PARKER, What are you doing?,<<NO PROMPT>>
PETER PARKER," Oh, this is nice.",<<NO PROMPT>>
PETER QUILL, Gamora?  I thought I lost you.," Oh, this is nice."
PETER QUILL, Ow.,<<NO PROMPT>>
PETER QUILL, You missed the first time– Then you got them both the second time.,<<NO PROMPT>>
NEBULA," The choices were him, or a tree.", You missed the first time– Then you got them both the second time.
CLINT BARTON," Cap, what do you want me to do with this damn thing?"," The choices were him, or a tree."
STEVE ROGERS, Get those stones as far away as possible!," Cap, what do you want me to do with this damn thing?"
BRUCE BANNER, No! We need to get them back where they came from., Get those stones as far away as possible!
Tony, No way to get them back. Thanos destroyed the quantum tunnel., No! We need to get them back where they came from.
SCOTT LANG, Hold on!  That wasn't our only time machine., No way to get them back. Thanos destroyed the quantum tunnel.
STEVE ROGERS," Anyone see an ugly, brown van up there?", Hold on!  That wasn't our only time machine.
VALKYRIE, Yes! But you're not gonna like where it's parked!," Anyone see an ugly, brown van up there?"
Tony," Scott, how long you need to get that thing working?", Yes! But you're not gonna like where it's parked!
SCOTT LANG, Maybe ten minutes.," Scott, how long you need to get that thing working?"
STEVE ROGERS, Get it started. We'll get the stones to you., Maybe ten minutes.
HOPE VAN DYNE," We're on it, Cap.", Get it started. We'll get the stones to you.
Tony," Hey. You said one out of 14 million, we win, yeah? Tell me this is it."," We're on it, Cap."
DOCTOR STRANGE," If I tell you what happens, it won't happen."," Hey. You said one out of 14 million, we win, yeah? Tell me this is it."
Tony, You better be right.," If I tell you what happens, it won't happen."
THE WASP, It's a mess back here., You better be right.
SCOTT LANG, It's– it's dead., It's a mess back here.
THE WASP, What?, It's– it's dead.
SCOTT LANG, It's dead. I have to hotwire it., What?
CORVUS GLAIVE, She's not responding., It's dead. I have to hotwire it.
CHALLA, Clint! Give it to me., She's not responding.
WANDA MAXIMOFF, You took everything from me., Clint! Give it to me.
WANDA MAXIMOFF, You will.,<<NO PROMPT>>
PETER PARKER, I got it!, You will.
PETER PARKER, Activate Instant Kill!,<<NO PROMPT>>
CORVUS GLAIVE," But sire, our troops!", Activate Instant Kill!
PEPPER POTTS," Uh, is anyone else seeing this?"," But sire, our troops!"
PETER PARKER," I got this. I got this! Okay, I don't got this. Help! Somebody, help!"," Uh, is anyone else seeing this?"
STEVE," Hey, Queens, heads up."," I got this. I got this! Okay, I don't got this. Help! Somebody, help!"
PEPPER POTTS," Hang on. I got you, kid. "," Hey, Queens, heads up."
PETER PARKER," Hey! Nice to meet you– OH, MY GOD!"," Hang on. I got you, kid. "
SAM, What the hell is this?," Hey! Nice to meet you– OH, MY GOD!"
Tony," F.R.I.D.A.Y., what are they firing at?", What the hell is this?
ROCKET," Oh, yeah!"," F.R.I.D.A.Y., what are they firing at?"
STEVE ROGERS," Danvers, we need an assist here."," Oh, yeah!"
PETER PARKER, Hi. I'm– Peter Parker.," Danvers, we need an assist here."
CAROL DANVERS," Hey, Peter Parker. You got something for me?", Hi. I'm– Peter Parker.
PETER PARKER,  I don't know how you're gonna get it through all that.," Hey, Peter Parker. You got something for me?"
WANDA MAXIMOFF, Don't worry.,  I don't know how you're gonna get it through all that.
OKOYE, She's got help., Don't worry.
 opening up his hand similar to what Captain America did in Avengers," Infinity War. Thanos headbutts her, but it does nothing. Just as Carol Danvers is gaining the upper hand by rising up and forcing Thanos onto his knees, Thanos pulls the Power Stone out of the Gauntlet and uses it in his free hand to hit Carol Danvers away. Stark looks in question at Strange, who simply raises one finger, reminding him that the one win over Thanos he foresaw is now at risk. Or is it? Stark nods. Thanos puts the Power Stone back into the Gauntlet, yelling from the gamma radiation coursing through him, until Stark makes one last attack on Thanos, pulling on the Gauntlet before Thanos punches him away.]", She's got help.
Tony, And I– am– Iron Man.," Infinity War. Thanos headbutts her, but it does nothing. Just as Carol Danvers is gaining the upper hand by rising up and forcing Thanos onto his knees, Thanos pulls the Power Stone out of the Gauntlet and uses it in his free hand to hit Carol Danvers away. Stark looks in question at Strange, who simply raises one finger, reminding him that the one win over Thanos he foresaw is now at risk. Or is it? Stark nods. Thanos puts the Power Stone back into the Gauntlet, yelling from the gamma radiation coursing through him, until Stark makes one last attack on Thanos, pulling on the Gauntlet before Thanos punches him away.]"
PETER PARKER," Mr. Stark?  Hey– Mr. Stark? Can you hear me? It's Peter. Hey. We won, Mr. Stark– We won, Mr. Stark. We won. You did it, sir. You did it. ", And I– am– Iron Man.
PETER PARKER, I'm sorry– Tony–,<<NO PROMPT>>
PEPPER POTTS, Hey., I'm sorry– Tony–
