name,line
Thor, Would you stop doing that? He's doing it first.
Gamora, Enough! We need to stop Thanos. Which means we need to find out where he's going next.
Thor, Knowhere.
Mantis, He must be going somewhere.
Peter Quill," No. Knowhere? It's a place. We've been there. It sucks. Excuse me, that's our food. (To Thor as he rummages through there food stores)"
Thor, Not anymore.
Gamora, Thor... Why would he go to Knowhere?
Thor," Because for years, the Reality Stone has been safely stored, there with a man we call the Collector."
Peter Quill," If it's with the Collector, then it's not safe. Only an idiot would give that man a stone."
Thor, Or a genius.
Gamora, (To Thor) How do you know he's not going for one of the other Stones?
Thor," There's six stones out there. Thanos already has the Power Stone because he stole it last week, when he decimated Xandar. He stole the Space Stone from me when he destroyed my ship and slaughtered half my people. The Time and Mind Stones are safe on Earth. They're with the Avengers."
Peter Quill, The Avengers?
Thor, They're Earth's Mightiest Heroes.
Mantis, Like Kevin Bacon?
Thor," ...He may be on the team. I don't know. Haven't been there in a while. As for the Soul Stone, well, no one's ever seen that. No one even knows where it is. Therefore, Thanos can't get it. Therefore, he's going to Knowhere. Hence, he'll be getting the Reality Stone. You're welcome."
Gamora, Then we have to go to Knowhere now.
Thor," Wrong. Where we have to go, is Nidavellir."
Drax, That's a made up word.
Thor, All words are made up.
Rocket," Nidavellir is real? (Climbing on to the table) Seriously? I mean, that place is a legend. They make the most powerful, horrific weapons to ever torment the Universe. I would very much like to go there, please."
Thor," The rabbit is correct, and clearly the smartest among you."
Rocket, Rabbit?
Thor," Only Eitri the dwarf king can make me the weapon I need. (To ROCKET) I assume you're the captain, sir?"
Rocket, You're very perceptive.
Thor, You seem like a noble leader. Will you join me on my quest to Nidavellir?
Rocket," Lemme just ask the captain. Wait a second, it's me! Yeah, I'll go."
Thor, Wonderful.
Peter Quill, Except that I'm the captain.
Rocket, Quiet!
Peter Quill, And that's my backpack.
Rocket," Quill, sit down."
Peter Quill," (To Thor) Look, this is my ship. And I'm not going to... Wait, what kind of weapon are we talking about here?"
Thor, The Thanos killing kind.
Peter Quill, Don't you think that we should all have a weapon like that?
Thor, No. You simply lack the strength to wield them. Your bodies will crumble as your minds collapse into the madness.
Rocket, Is it weird that I wanna do it even more now?
Thor, A little bit. Yeah.
Gamora," If we don't go to Knowhere and Thanos retrieves another stone, he'll be too powerful to stop."
Thor, He already is.
Rocket," I got it figured out. We got two ships, and a large assortment of morons. So me and Groot will go with the pirate-angel here, and the morons will go to Knowhere to try and stop Thanos. Cool? Cool."
Thor, So cool.
Peter Quill, (To Rocket) For the record... I know that you're only going with him because it's where Thanos isn't.
Rocket," You know, Quill, you shouldn't talk that way to your captain. (As he enters the pod) Come on, Groot. Put that game down. You'll rot your brain."
Thor," I bid you farewell and good luck, morons. Bye."
Vision, (Holding his hand to the Mind Stone in pain)
Wanda Maximoff, Vis? Is it the stone again?
Vision, It's as if it's speaking to me.
Wanda Maximoff, What does it say?
Vision, I don't... I don't know. But something... Tell me what you feel.
Wanda Maximoff, I just feel you.
Wanda Maximoff, So there's a 10 AM to Glasgow to give us more time together before you went back.
Vision, What if I miss that train?
Wanda Maximoff, There is an 11.
Vision," What if I missed all the trains? What if this time, I didn't go back?"
Wanda Maximoff, You gave Stark your word.
Vision, I'd rather give it to you.
Wanda Maximoff," There are people who are expecting me too, you know. We both made promises."
Vision," Not to each other. Wanda... For two years, we've stolen these moments, trying to see if this could work. And... I don't know. You know what, I'm just gonna speak for myself. – I, I... I think..."
Wanda Maximoff, It works.
Vision, It works.
Vision, Then stay. Stay with me. (a pause) Or not. If I'm overstepping...
Wanda Maximoff, What are they?
Vision, What the stone was warning me about. I have to go.
Wanda Maximoff, No. Vision. If that's true... Then maybe going isn't the best idea.
Vision," Wanda, I... (CORVUS GLAIVE appears suddenly behind vision, stabbing him through the back.)"
Wanda Maximoff, Vision!
Vision, The blade. It stopped me from phasing.
Wanda Maximoff, Is that even possible?
Vision, It isn't supposed to be. My systems are failing. I'm beginning to think... we should have stayed in bed.
Wanda Maximoff, Vis!
Corvus Glaive," (to VISION) Give up the Stone, and she lives."
Wanda Maximoff, Hands off.
Wanda Maximoff," Come on. Come on. Come on, you gotta get up. You gotta get up. Come on. Hey. Hey. We have to go."
Vision, Please. Please leave.
Wanda Maximoff, You asked me to stay... I'm staying.
Vision, Please.
Wanda Maximoff, Get up.
Proxima Midnight, (To GLAIVE) Get up.
Corvus Glaive, I can't.
Natasha Romanoff, We don't wanna kill you. But we will.
Proxima Midnight, You'll never get the chance again.
Sam Wilson, (To Vision) Can you stand?
Vision," Thank you, Captain."
Steve Rogers, Let's get you on the jet.
Natasha Romanoff," (Closing the doors to the Quinjet, while addressing Wanda) I thought we had a deal. Stay close, check in. Don't take any chances."
Wanda Maximoff, I'm sorry. We just wanted time.
Sam Wilson," Where to, Cap?"
Steve Rogers, Home.
s Mother, (To Young Gamora) Shhh. We'll be safe. We'll be safe.
Ebony Maw, Zehobereans...
Young Gamora, (As she is dragged away) Mother!
Ebony Maw," Choose a side, or die."
Young Gamora, Mother! (She pulls away from the one who is dragging her and punches him as he leaves)
Ebony Maw," One side, for reservation. The other, an honor..."
Thanos," What's wrong, little one?"
Young Gamora, My mother. Where is my mother?
Thanos, (Kneels down to Gamora) What's your name?
Young Gamora, Gamora.
Thanos," You're quite the fighter, Gamora. Come. Let me help you. (THANOS takes her hand and leads her to a pavilion, where he produces a small red-jeweled dagger) Look. Pretty, isn't it? Perfectly balanced. As all things should be. Too much to one side, or the other... Here. You try."
Ebony Maw," Now go in peace, and meet your Maker."
Thanos, Concentrate. There! You've got it.
Peter Quill, Gamora. Do you know if these grenades are the “blow off your junk” kind or the gas kind? ‘Cause I was thinking I might hang a couple on my belt right here. But I don't want to-
Gamora, I need to ask a favor.
Peter Quill," Yeah, sure."
Gamora," One way or another, the path that we're on leads to Thanos."
Peter Quill, Which is what the grenades are for. (GAMORA silences him with a look.) I'm sorry. What's the favor?
Gamora, If things go wrong... If Thanos gets me... I want you to promise me... you'll kill me.
Peter Quill, (A beat. Confusion.): What?
Gamora, I know something he doesn't. If he finds out... The entire Universe could be at risk.
Peter Quill, What do you know?
Gamora," If I tell you, you'd know, too."
Peter Quill," If it's so important, shouldn't I?"
Gamora, Only if you wanna die.
Peter Quill, Why does somebody always have to die in this scenario?
Gamora," Just... trust me. And possibly, kill me."
Peter Quill," I mean, I'd like to. I really would...(GAMORA silences him by covering his mouth with her hand)"
Gamora, Swear to me. Swear to me on your mother.
Peter Quill, (beat) Okay.
Peter Quill, Dude! How long have you been standing there?
Drax, An hour.
Peter Quill, An hour? Are you serious?
Drax," I've mastered the ability, of standing so incredibly still... That I've become invisible to the eye. Watch."
Peter Quill, You're eating a zark nut
Drax, But my movement... So slow... And it's imperceptible.
Peter Quill, No.(Peter and Gamora shake their head)
Drax, I'm sure I'm invisible.
Mantis," Hi, Drax."
Drax, Damn it.
DRAX, I'm reading movement. From the third quadrant.
PETER QUILL," Yep. I'm picking that up, too."
QUILL, Let's put it down right here.
THANOS, Everyone in the Galaxy knows you'd sell your own brother if you thought it would add the slightest trinket to your pathetic collection. I know you have the Reality Stone. Giving it to me will spare you a great deal of suffering.
COLLECTOR, I told you. I sold it. Why would I lie?
THANOS, I imagine it's like breathing for you.
COLLECTOR, Like suicide.
THANOS, So you do understand. Not even you would surrender something so precious.
COLLECTOR, I didn't know what it was.
THANOS," Then you're more of a fool than I took you for. Last chance, Tivan. Where's the Stone?"
DRAX, Today...
Peter Quill, Drax. Drax.
Drax, ...he pays for the deaths of my wife and daughter.
QUILL," Drax, wait! not yet, not yet, not yet. He doesn't have the Stone yet. We get it, and then we can stop him. We have to get the Stone first. Yeah."
DRAX, No. No. For Ovette. For Camaria.
MANTIS," Sleep. (DRAX is knocked out, causing a ruckus.)"
QUILL," Okay. Gamora, Mantis, you go right. I'm... (GAMORA moves towards THANOS.) The other right!"
THANOS," Why? Why you? Daughter... (he falls down, holding his hand out to her, blood pooling out from his neck wound. GAMORA breaks down in tears.)"
QUILL, That was quick.
COLLECTOR, Magnificent! Magnificent! Magnificent!
THANOS," Is it sadness I sense in you, daughter? In my heart, I knew you still cared. But one ever knows for sure. Reality is often disappointing. That is, it was. Now... Reality can be whatever I want."
GAMORA, You knew I'd come.
THANOS," I counted on it. There's something we need to discuss, little one."
DRAX, Thanos!
QUILL," Let her go, Grimace!"
GAMORA, Peter...
QUILL, I told you to go right.
GAMORA, Now? Really?
QUILL, You let her go!
THANOS," Ah, the boyfriend."
QUILL, I like to think of myself more as a Titan-killing long term booty call. Let her go.
GAMORA, Peter...
QUILL, Or I'm gonna blow that nut-sack of a chin right off your face!
GAMORA, Not him.
GAMORA, You promised! You promised.
THANOS," Oh, daughter. You expect too much from him. (To PETER) She's asked, hasn't she? Do it. (he shoves GAMORA towards PETER's gun, egging him on.) Do it!"
QUILL, I told you to go right.
GAMORA," I love you, more than anything."
QUILL," I love you, too."
THANOS, I like you.
ROSS, Still no word from Vision?
RHODES, Satellites lost him somewhere over Edinburgh.
ROSS, On a stolen quinjet with four of the world's most wanted criminals.
RHODES," You know they're only criminals because you've chosen to call them that, right, sir?"
ROSS," My God, Rhodes, your talent for horseshit rivals my own."
RHODES," If it weren't for those Accords, Vision would've been right here."
ROSS," I remember your signature on those papers, Colonel."
RHODES, That's right. And I'm pretty sure I've paid for that.
ROSS, You have second thoughts?
RHODES, Not anymore.
ROGERS, Mr. Secretary.
ROSS, You got some nerve. I'll give you that.
NATASHA, You could use some of that right now.
ROSS," The world's on fire. And you think, all is forgiven?"
ROGERS," I'm not looking for forgiveness. And I'm way past asking for permission. Earth just lost her best defender. So we're here to fight. And if you wanna stand in our way... We'll fight you, too."
RHODES," All over it. (Turns off hologram) That's a court-martial. It's great to see you, Cap."
ROGERS," You too, Rhodey."
RHODES," Well. You guys, really look like crap. Must've been a rough couple of years."
SAM," Yeah, well, the hotels weren't exactly five star."
BRUCE," Uh, I think you look great. Yeah. I'm back."
